Booking ID,Booking Date,Booking Channel,Loyalty Level,Status,Stay Date,Number of nights,Room Rate,Revenue,How far away?,How far away bucket,Day Name,Day of Week
RES010816,19-Sep-24,App,0.Non-member,Modified,1-Oct-24,2,134.93,269.86,12,2. Before 2 weeks,Tuesday,2
RES010823,11-Sep-24,Connected Wholesaler,0.Non-member,Modified,14-Oct-24,2,121.54,243.08,33,4. More than 4 weeks,Monday,1
RES010843,3-Sep-24,At the hotel,0.Non-member,Modified,17-Sep-24,2,0,0,14,2. Before 2 weeks,Tuesday,2
RES010916,27-Jul-24,Phone,0.Non-member,Modified,9-Sep-24,2,180.12,360.24,44,4. More than 4 weeks,Monday,1
RES010934,27-Sep-24,App,0.Non-member,Modified,5-Oct-24,2,116.87,233.74,8,2. Before 2 weeks,Saturday,6
RES010950,28-Aug-24,Velora.com,0.Non-member,Modified,11-Oct-24,2,126.5,253,44,4. More than 4 weeks,Friday,5
RES010952,9-Sep-24,Velora.com,0.Non-member,Modified,21-Sep-24,2,116.5,233,12,2. Before 2 weeks,Saturday,6
RES010986,31-Aug-24,App,0.Non-member,Modified,22-Sep-24,2,121.13,242.26,22,3. Before 4 weeks,Sunday,0
RES010989,23-Oct-24,Connected Wholesaler,0.Non-member,Modified,2-Nov-24,2,99.5,199,10,2. Before 2 weeks,Saturday,6
RES010991,26-Jul-24,Connected Wholesaler,0.Non-member,Modified,7-Sep-24,2,255.57,511.14,43,4. More than 4 weeks,Saturday,6
RES011030,11-Sep-24,Phone,0.Non-member,Modified,26-Sep-24,2,176.97,353.94,15,3. Before 4 weeks,Thursday,4
RES011071,3-Sep-24,Phone,0.Non-member,Modified,15-Sep-24,2,143.97,287.94,12,2. Before 2 weeks,Sunday,0
RES011149,22-Sep-24,App,0.Non-member,Modified,30-Sep-24,2,118.09,236.18,8,2. Before 2 weeks,Monday,1
RES011188,12-Oct-24,GDS,0.Non-member,Modified,23-Oct-24,2,158.73,317.46,11,2. Before 2 weeks,Wednesday,3
RES011225,24-Aug-24,At the hotel,0.Non-member,Modified,7-Sep-24,2,0,0,14,2. Before 2 weeks,Saturday,6
RES011226,10-Sep-24,App,0.Non-member,Modified,16-Oct-24,2,184.85,369.7,36,4. More than 4 weeks,Wednesday,3
RES011235,30-Aug-24,Connected Wholesaler,0.Non-member,Modified,8-Sep-24,2,90.46,180.92,9,2. Before 2 weeks,Sunday,0
RES011268,24-Aug-24,At the hotel,0.Non-member,Modified,5-Sep-24,2,33.73,67.46,12,2. Before 2 weeks,Thursday,4
RES011280,6-Sep-24,Phone,0.Non-member,Modified,22-Sep-24,2,128.61,257.22,16,3. Before 4 weeks,Sunday,0
RES011331,18-Sep-24,Phone,0.Non-member,Modified,1-Oct-24,2,122.88,245.76,13,2. Before 2 weeks,Tuesday,2
RES011335,6-Aug-24,GDS,0.Non-member,Modified,14-Sep-24,2,130.12,260.24,39,4. More than 4 weeks,Saturday,6
RES011377,18-Aug-24,Phone,0.Non-member,Modified,20-Sep-24,2,176.58,353.16,33,4. More than 4 weeks,Friday,5
RES011473,16-Sep-24,Phone,0.Non-member,Modified,29-Sep-24,2,163.99,327.98,13,2. Before 2 weeks,Sunday,0
RES011507,29-Aug-24,GDS,0.Non-member,Modified,17-Sep-24,2,236.74,473.48,19,3. Before 4 weeks,Tuesday,2
RES011549,26-Sep-24,GDS,0.Non-member,Modified,14-Oct-24,2,120.58,241.16,18,3. Before 4 weeks,Monday,1
RES011552,24-Aug-24,Connected Wholesaler,0.Non-member,Modified,12-Sep-24,2,163.19,326.38,19,3. Before 4 weeks,Thursday,4
RES011575,13-Oct-24,Phone,0.Non-member,Modified,21-Oct-24,2,172.2,344.4,8,2. Before 2 weeks,Monday,1
RES011577,23-Sep-24,At the hotel,0.Non-member,Modified,14-Oct-24,2,144.58,289.16,21,3. Before 4 weeks,Monday,1
RES011600,4-Oct-24,At the hotel,0.Non-member,Modified,16-Oct-24,2,33.73,67.46,12,2. Before 2 weeks,Wednesday,3
RES011651,27-Sep-24,Connected Wholesaler,0.Non-member,Modified,23-Oct-24,2,238.14,476.28,26,3. Before 4 weeks,Wednesday,3
RES011658,4-Sep-24,At the hotel,0.Non-member,Modified,12-Sep-24,2,135.76,271.52,8,2. Before 2 weeks,Thursday,4
RES011705,27-Sep-24,App,0.Non-member,Modified,6-Oct-24,2,109.04,218.08,9,2. Before 2 weeks,Sunday,0
RES011764,2-Sep-24,At the hotel,0.Non-member,Modified,26-Sep-24,2,0,0,24,3. Before 4 weeks,Thursday,4
RES011776,13-Aug-24,App,0.Non-member,Modified,13-Sep-24,2,137.46,274.92,31,4. More than 4 weeks,Friday,5
RES011796,4-Sep-24,App,0.Non-member,Modified,10-Oct-24,2,254.67,509.34,36,4. More than 4 weeks,Thursday,4
RES011808,15-Jul-24,Phone,0.Non-member,Modified,14-Oct-24,2,141.61,283.22,91,4. More than 4 weeks,Monday,1
RES011829,9-Oct-24,App,0.Non-member,Modified,17-Oct-24,2,156.61,313.22,8,2. Before 2 weeks,Thursday,4
RES011856,4-Aug-24,At the hotel,0.Non-member,Modified,22-Sep-24,2,158.77,317.54,49,4. More than 4 weeks,Sunday,0
RES011867,17-Sep-24,Connected Wholesaler,0.Non-member,Modified,4-Oct-24,2,64.69,129.38,17,3. Before 4 weeks,Friday,5
RES011909,4-Sep-24,App,0.Non-member,Modified,25-Sep-24,2,186.74,373.48,21,3. Before 4 weeks,Wednesday,3
RES011917,1-Sep-24,At the hotel,0.Non-member,Modified,28-Sep-24,2,126.49,252.98,27,3. Before 4 weeks,Saturday,6
RES011935,27-Aug-24,App,0.Non-member,Modified,15-Sep-24,2,195.48,390.96,19,3. Before 4 weeks,Sunday,0
RES011936,11-Sep-24,Phone,0.Non-member,Modified,19-Sep-24,2,200.24,400.48,8,2. Before 2 weeks,Thursday,4
RES011953,25-Sep-24,App,0.Non-member,Modified,17-Oct-24,2,198.78,397.56,22,3. Before 4 weeks,Thursday,4
RES011969,10-Sep-24,Connected Wholesaler,0.Non-member,Modified,22-Sep-24,2,91.26,182.52,12,2. Before 2 weeks,Sunday,0
RES011975,10-Aug-24,GDS,0.Non-member,Modified,17-Sep-24,2,190.34,380.68,38,4. More than 4 weeks,Tuesday,2
RES011976,2-Sep-24,At the hotel,0.Non-member,Modified,17-Sep-24,2,33.94,67.88,15,3. Before 4 weeks,Tuesday,2
RES012039,17-Sep-24,GDS,0.Non-member,Modified,7-Oct-24,2,108.66,217.32,20,3. Before 4 weeks,Monday,1
RES012081,28-Aug-24,App,0.Non-member,Modified,12-Sep-24,2,137.05,274.1,15,3. Before 4 weeks,Thursday,4
RES012139,9-Oct-24,GDS,0.Non-member,Modified,23-Oct-24,2,158.77,317.54,14,2. Before 2 weeks,Wednesday,3
RES012154,27-Sep-24,At the hotel,0.Non-member,Modified,18-Oct-24,2,72.29,144.58,21,3. Before 4 weeks,Friday,5
RES012163,25-Sep-24,App,0.Non-member,Modified,2-Nov-24,2,140.38,280.76,38,4. More than 4 weeks,Saturday,6
RES012258,19-Sep-24,Velora.com,0.Non-member,Modified,3-Oct-24,2,162.63,325.26,14,2. Before 2 weeks,Thursday,4
RES012273,11-Sep-24,At the hotel,0.Non-member,Modified,20-Sep-24,2,70.48,140.96,9,2. Before 2 weeks,Friday,5
RES012330,12-Sep-24,Phone,0.Non-member,Modified,22-Sep-24,2,140.96,281.92,10,2. Before 2 weeks,Sunday,0
RES012392,8-Sep-24,At the hotel,0.Non-member,Modified,30-Sep-24,2,70.47,140.94,22,3. Before 4 weeks,Monday,1
RES012432,27-Mar-24,GDS,0.Non-member,Modified,7-Oct-24,2,290.9,581.8,194,4. More than 4 weeks,Monday,1
RES012469,29-Sep-24,Velora.com,0.Non-member,Modified,28-Oct-24,2,0,0,29,4. More than 4 weeks,Monday,1
RES012477,21-Aug-24,App,0.Non-member,Modified,5-Sep-24,2,140.34,280.68,15,3. Before 4 weeks,Thursday,4
RES012546,31-Aug-24,Phone,0.Non-member,Modified,28-Sep-24,2,152.95,305.9,28,3. Before 4 weeks,Saturday,6
RES012582,28-Aug-24,At the hotel,0.Non-member,Modified,23-Sep-24,2,72.29,144.58,26,3. Before 4 weeks,Monday,1
RES012621,29-May-24,Connected Wholesaler,0.Non-member,Modified,28-Oct-24,2,153.97,307.94,152,4. More than 4 weeks,Monday,1
RES012648,20-Sep-24,App,0.Non-member,Modified,30-Sep-24,2,160.53,321.06,10,2. Before 2 weeks,Monday,1
RES012649,10-Sep-24,App,0.Non-member,Modified,19-Sep-24,2,198.96,397.92,9,2. Before 2 weeks,Thursday,4
RES012654,28-Aug-24,App,0.Non-member,Modified,11-Sep-24,2,256.02,512.04,14,2. Before 2 weeks,Wednesday,3
RES012665,4-Sep-24,GDS,0.Non-member,Modified,22-Sep-24,2,100.36,200.72,18,3. Before 4 weeks,Sunday,0
RES012692,2-Sep-24,App,0.Non-member,Modified,16-Sep-24,2,206.92,413.84,14,2. Before 2 weeks,Monday,1
RES012778,27-Sep-24,Phone,0.Non-member,Modified,21-Oct-24,2,151.8,303.6,24,3. Before 4 weeks,Monday,1
RES012779,21-Aug-24,GDS,0.Non-member,Modified,22-Sep-24,2,140.45,280.9,32,4. More than 4 weeks,Sunday,0
RES012783,25-Sep-24,At the hotel,0.Non-member,Modified,9-Oct-24,2,138.55,277.1,14,2. Before 2 weeks,Wednesday,3
RES012812,14-Oct-24,App,0.Non-member,Modified,26-Oct-24,2,119.98,239.96,12,2. Before 2 weeks,Saturday,6
RES012857,30-Aug-24,App,0.Non-member,Modified,14-Sep-24,2,142.5,285,15,3. Before 4 weeks,Saturday,6
RES012917,19-Sep-24,At the hotel,0.Non-member,Modified,27-Sep-24,2,70.91,141.82,8,2. Before 2 weeks,Friday,5
RES012931,20-Oct-24,App,0.Non-member,Modified,29-Oct-24,2,138.55,277.1,9,2. Before 2 weeks,Tuesday,2
RES012967,26-Aug-24,App,0.Non-member,Modified,23-Sep-24,2,206.92,413.84,28,3. Before 4 weeks,Monday,1
RES012970,25-Aug-24,App,0.Non-member,Modified,4-Sep-24,2,234.34,468.68,10,2. Before 2 weeks,Wednesday,3
RES012992,8-Aug-24,GDS,0.Non-member,Modified,24-Sep-24,2,215.88,431.76,47,4. More than 4 weeks,Tuesday,2
RES012994,17-Sep-24,GDS,0.Non-member,Modified,28-Sep-24,2,174.46,348.92,11,2. Before 2 weeks,Saturday,6
RES012998,29-Sep-24,At the hotel,0.Non-member,Modified,23-Oct-24,2,0,0,24,3. Before 4 weeks,Wednesday,3
RES013004,5-Oct-24,Velora.com,0.Non-member,Modified,23-Oct-24,2,165.06,330.12,18,3. Before 4 weeks,Wednesday,3
RES013008,11-Oct-24,App,0.Non-member,Modified,19-Oct-24,2,146.39,292.78,8,2. Before 2 weeks,Saturday,6
RES013024,25-Sep-24,At the hotel,0.Non-member,Modified,16-Oct-24,2,72.29,144.58,21,3. Before 4 weeks,Wednesday,3
RES013059,20-Sep-24,Phone,0.Non-member,Modified,2-Oct-24,2,157.66,315.32,12,2. Before 2 weeks,Wednesday,3
RES013091,4-Sep-24,App,0.Non-member,Modified,5-Oct-24,2,162.78,325.56,31,4. More than 4 weeks,Saturday,6
RES013163,9-Sep-24,App,0.Non-member,Modified,16-Oct-24,2,156.96,313.92,37,4. More than 4 weeks,Wednesday,3
RES013185,28-Aug-24,At the hotel,0.Non-member,Modified,7-Sep-24,2,72.29,144.58,10,2. Before 2 weeks,Saturday,6
RES013223,9-Sep-24,App,0.Non-member,Modified,17-Sep-24,2,204.81,409.62,8,2. Before 2 weeks,Tuesday,2
RES013278,4-Oct-24,At the hotel,0.Non-member,Modified,20-Oct-24,2,33.73,67.46,16,3. Before 4 weeks,Sunday,0
RES013316,22-Aug-24,GDS,0.Non-member,Modified,16-Sep-24,2,140.95,281.9,25,3. Before 4 weeks,Monday,1
RES013326,6-Sep-24,Phone,0.Non-member,Modified,10-Oct-24,2,151.51,303.02,34,4. More than 4 weeks,Thursday,4
RES013378,27-Aug-24,App,0.Non-member,Modified,4-Sep-24,2,134.68,269.36,8,2. Before 2 weeks,Wednesday,3
RES013402,11-Aug-24,GDS,0.Non-member,Modified,7-Oct-24,2,174.7,349.4,57,4. More than 4 weeks,Monday,1
RES013405,31-Aug-24,App,0.Non-member,Modified,22-Sep-24,2,156.61,313.22,22,3. Before 4 weeks,Sunday,0
RES013406,15-Sep-24,At the hotel,0.Non-member,Modified,13-Oct-24,2,66.26,132.52,28,3. Before 4 weeks,Sunday,0
RES013423,3-Oct-24,Phone,0.Non-member,Modified,16-Oct-24,2,177.92,355.84,13,2. Before 2 weeks,Wednesday,3
RES013426,12-Jul-24,App,0.Non-member,Modified,13-Sep-24,2,113.17,226.34,63,4. More than 4 weeks,Friday,5
RES013446,24-Sep-24,App,0.Non-member,Modified,13-Oct-24,2,137.05,274.1,19,3. Before 4 weeks,Sunday,0
RES013453,19-Aug-24,Phone,0.Non-member,Modified,19-Sep-24,2,166.66,333.32,31,4. More than 4 weeks,Thursday,4
RES013477,30-Aug-24,GDS,0.Non-member,Modified,11-Sep-24,2,144.58,289.16,12,2. Before 2 weeks,Wednesday,3
RES013552,31-May-24,App,0.Non-member,Modified,19-Oct-24,2,188.86,377.72,141,4. More than 4 weeks,Saturday,6
RES013584,24-Aug-24,At the hotel,0.Non-member,Modified,5-Sep-24,2,62.65,125.3,12,2. Before 2 weeks,Thursday,4
RES013696,4-Oct-24,App,0.Non-member,Modified,12-Oct-24,2,104.33,208.66,8,2. Before 2 weeks,Saturday,6
RES013700,6-Oct-24,At the hotel,0.Non-member,Modified,19-Oct-24,2,0,0,13,2. Before 2 weeks,Saturday,6
RES013721,5-Oct-24,At the hotel,0.Non-member,Modified,20-Oct-24,2,0,0,15,3. Before 4 weeks,Sunday,0
RES013744,1-Aug-24,Velora.com,0.Non-member,Modified,6-Sep-24,2,133.33,266.66,36,4. More than 4 weeks,Friday,5
RES013801,25-Sep-24,At the hotel,0.Non-member,Modified,9-Oct-24,2,72.29,144.58,14,2. Before 2 weeks,Wednesday,3
RES013830,4-Jul-24,Velora.com,0.Non-member,Modified,1-Oct-24,2,79.38,158.76,89,4. More than 4 weeks,Tuesday,2
RES013838,31-Aug-24,App,0.Non-member,Modified,13-Oct-24,2,190.73,381.46,43,4. More than 4 weeks,Sunday,0
RES013840,29-Aug-24,Phone,0.Non-member,Modified,15-Oct-24,2,151.93,303.86,47,4. More than 4 weeks,Tuesday,2
RES013864,27-Aug-24,GDS,0.Non-member,Modified,28-Oct-24,2,164.88,329.76,62,4. More than 4 weeks,Monday,1
RES013880,19-Aug-24,App,0.Non-member,Modified,22-Sep-24,2,102.17,204.34,34,4. More than 4 weeks,Sunday,0
RES013899,3-Sep-24,App,0.Non-member,Modified,11-Sep-24,2,155.42,310.84,8,2. Before 2 weeks,Wednesday,3
RES013910,19-Oct-24,Velora.com,0.Non-member,Modified,3-Nov-24,2,161.05,322.1,15,3. Before 4 weeks,Sunday,0
RES013981,3-Sep-24,App,0.Non-member,Modified,6-Oct-24,2,167.79,335.58,33,4. More than 4 weeks,Sunday,0
RES013987,6-Sep-24,GDS,0.Non-member,Modified,14-Sep-24,2,163.63,327.26,8,2. Before 2 weeks,Saturday,6
RES014018,4-Aug-24,At the hotel,0.Non-member,Modified,26-Sep-24,2,158.77,317.54,53,4. More than 4 weeks,Thursday,4
RES014027,21-Sep-24,At the hotel,0.Non-member,Modified,30-Sep-24,2,33.73,67.46,9,2. Before 2 weeks,Monday,1
RES014045,6-Oct-24,At the hotel,0.Non-member,Modified,29-Oct-24,2,33.73,67.46,23,3. Before 4 weeks,Tuesday,2
RES014048,24-Aug-24,App,0.Non-member,Modified,15-Sep-24,2,113.17,226.34,22,3. Before 4 weeks,Sunday,0
RES014083,8-Oct-24,Connected Wholesaler,0.Non-member,Modified,21-Oct-24,2,107.07,214.14,13,2. Before 2 weeks,Monday,1
RES014086,23-Sep-24,At the hotel,0.Non-member,Modified,20-Oct-24,2,144.58,289.16,27,3. Before 4 weeks,Sunday,0
RES014158,13-Aug-24,Connected Wholesaler,0.Non-member,Modified,21-Sep-24,2,95.24,190.48,39,4. More than 4 weeks,Saturday,6
RES014179,16-Sep-24,Phone,0.Non-member,Modified,6-Oct-24,2,128.45,256.9,20,3. Before 4 weeks,Sunday,0
RES014233,28-Sep-24,GDS,0.Non-member,Modified,8-Oct-24,2,138.54,277.08,10,2. Before 2 weeks,Tuesday,2
RES014349,15-Aug-24,GDS,0.Non-member,Modified,8-Sep-24,2,189.5,379,24,3. Before 4 weeks,Sunday,0
RES014371,18-Sep-24,Phone,0.Non-member,Modified,26-Sep-24,2,117.74,235.48,8,2. Before 2 weeks,Thursday,4
RES014447,21-Aug-24,Phone,0.Non-member,Modified,10-Sep-24,2,244.26,488.52,20,3. Before 4 weeks,Tuesday,2
RES014465,16-Aug-24,At the hotel,0.Non-member,Modified,24-Sep-24,2,0,0,39,4. More than 4 weeks,Tuesday,2
RES014542,16-Sep-24,Connected Wholesaler,0.Non-member,Modified,15-Oct-24,2,117.22,234.44,29,4. More than 4 weeks,Tuesday,2
RES014547,10-Sep-24,At the hotel,0.Non-member,Modified,4-Oct-24,2,144.28,288.56,24,3. Before 4 weeks,Friday,5
RES014617,18-Sep-24,GDS,0.Non-member,Modified,10-Oct-24,2,159.03,318.06,22,3. Before 4 weeks,Thursday,4
RES014638,14-Aug-24,Phone,0.Non-member,Modified,9-Sep-24,2,122.71,245.42,26,3. Before 4 weeks,Monday,1
RES014642,7-Sep-24,Phone,0.Non-member,Modified,18-Sep-24,2,144.91,289.82,11,2. Before 2 weeks,Wednesday,3
RES014650,2-Jul-24,Phone,0.Non-member,Modified,22-Oct-24,2,141.61,283.22,112,4. More than 4 weeks,Tuesday,2
RES014717,8-Sep-24,Phone,0.Non-member,Modified,4-Oct-24,2,129.7,259.4,26,3. Before 4 weeks,Friday,5
RES009794,7-Oct-24,At the hotel,0.Non-member,Modified,13-Oct-24,2,33.76,67.52,6,1. Before a week,Sunday,0
RES009797,18-Sep-24,GDS,2.Elite,Modified,25-Sep-24,2,113.33,226.66,7,1. Before a week,Wednesday,3
RES009848,25-Sep-24,At the hotel,5.Preferred,Modified,1-Oct-24,2,198.96,397.92,6,1. Before a week,Tuesday,2
RES009862,12-Sep-24,Connected Wholesaler,0.Non-member,Modified,19-Sep-24,2,128.31,256.62,7,1. Before a week,Thursday,4
RES009931,10-Sep-24,At the hotel,0.Non-member,Modified,16-Sep-24,2,226.37,452.74,6,1. Before a week,Monday,1
RES009949,20-Sep-24,Velora.com,0.Non-member,Modified,26-Sep-24,2,126.76,253.52,6,1. Before a week,Thursday,4
RES010052,6-Sep-24,At the hotel,5.Preferred,Modified,13-Sep-24,2,184.24,368.48,7,1. Before a week,Friday,5
RES010135,2-Sep-24,App,6.Select,Modified,8-Sep-24,2,177.09,354.18,6,1. Before a week,Sunday,0
RES010177,16-Oct-24,Velora.com,4.Essential,Modified,23-Oct-24,2,183.16,366.32,7,1. Before a week,Wednesday,3
RES010198,18-Oct-24,GDS,0.Non-member,Modified,24-Oct-24,2,158.77,317.54,6,1. Before a week,Thursday,4
RES010243,7-Sep-24,Velora.com,4.Essential,Modified,14-Sep-24,2,112.74,225.48,7,1. Before a week,Saturday,6
RES010340,19-Sep-24,GDS,2.Elite,Modified,26-Sep-24,2,153.12,306.24,7,1. Before a week,Thursday,4
RES010386,18-Sep-24,Velora.com,2.Elite,Modified,24-Sep-24,2,82.6,165.2,6,1. Before a week,Tuesday,2
RES010445,20-Sep-24,Connected Wholesaler,0.Non-member,Modified,26-Sep-24,2,136.49,272.98,6,1. Before a week,Thursday,4
RES010476,13-Oct-24,Velora.com,5.Preferred,Modified,20-Oct-24,2,114.74,229.48,7,1. Before a week,Sunday,0
RES010491,2-Sep-24,App,4.Essential,Modified,9-Sep-24,2,138.54,277.08,7,1. Before a week,Monday,1
RES010531,12-Oct-24,Connected Wholesaler,0.Non-member,Modified,18-Oct-24,2,94.96,189.92,6,1. Before a week,Friday,5
RES010557,29-Sep-24,Velora.com,2.Elite,Modified,6-Oct-24,2,149.39,298.78,7,1. Before a week,Sunday,0
RES010563,28-Aug-24,GDS,3.Premier,Modified,4-Sep-24,2,114.55,229.1,7,1. Before a week,Wednesday,3
RES010588,9-Oct-24,GDS,6.Select,Modified,16-Oct-24,2,140.45,280.9,7,1. Before a week,Wednesday,3
RES010609,1-Oct-24,At the hotel,0.Non-member,Modified,8-Oct-24,2,201.51,403.02,7,1. Before a week,Tuesday,2
RES010706,10-Sep-24,GDS,2.Elite,Modified,16-Sep-24,2,132.53,265.06,6,1. Before a week,Monday,1
RES010774,9-Oct-24,GDS,3.Premier,Modified,15-Oct-24,2,122.89,245.78,6,1. Before a week,Tuesday,2
RES010828,27-Aug-24,Connected Wholesaler,4.Essential,Modified,3-Sep-24,2,110.24,220.48,7,1. Before a week,Tuesday,2
RES010834,31-Aug-24,Velora.com,5.Preferred,Modified,7-Sep-24,2,102.4,204.8,7,1. Before a week,Saturday,6
RES010848,9-Oct-24,GDS,5.Preferred,Modified,16-Oct-24,2,261.29,522.58,7,1. Before a week,Wednesday,3
RES010850,29-Sep-24,At the hotel,0.Non-member,Modified,5-Oct-24,2,72.35,144.7,6,1. Before a week,Saturday,6
RES010983,13-Sep-24,GDS,1.Iconic,Modified,19-Sep-24,2,141.42,282.84,6,1. Before a week,Thursday,4
RES011169,4-Oct-24,GDS,2.Elite,Modified,10-Oct-24,2,102.41,204.82,6,1. Before a week,Thursday,4
RES011196,5-Oct-24,At the hotel,0.Non-member,Modified,12-Oct-24,2,168.67,337.34,7,1. Before a week,Saturday,6
RES011200,26-Sep-24,Velora.com,4.Essential,Modified,2-Oct-24,2,188.66,377.32,6,1. Before a week,Wednesday,3
RES011222,3-Oct-24,GDS,4.Essential,Modified,9-Oct-24,2,117.89,235.78,6,1. Before a week,Wednesday,3
RES011254,17-Oct-24,Velora.com,3.Premier,Modified,24-Oct-24,2,114.76,229.52,7,1. Before a week,Thursday,4
RES011284,8-Oct-24,At the hotel,0.Non-member,Modified,14-Oct-24,2,141.56,283.12,6,1. Before a week,Monday,1
RES011318,30-Sep-24,At the hotel,0.Non-member,Modified,6-Oct-24,2,34.2,68.4,6,1. Before a week,Sunday,0
RES011319,31-Aug-24,Velora.com,2.Elite,Modified,6-Sep-24,2,188.46,376.92,6,1. Before a week,Friday,5
RES011324,11-Sep-24,GDS,5.Preferred,Modified,17-Sep-24,2,154.54,309.08,6,1. Before a week,Tuesday,2
RES011333,19-Sep-24,Velora.com,6.Select,Modified,25-Sep-24,2,210.09,420.18,6,1. Before a week,Wednesday,3
RES011351,27-Sep-24,Phone,4.Essential,Modified,4-Oct-24,2,157.83,315.66,7,1. Before a week,Friday,5
RES011444,19-Oct-24,Velora.com,6.Select,Modified,25-Oct-24,2,181.08,362.16,6,1. Before a week,Friday,5
RES011458,7-Oct-24,GDS,0.Non-member,Modified,14-Oct-24,2,168.45,336.9,7,1. Before a week,Monday,1
RES011695,7-Sep-24,At the hotel,4.Essential,Modified,13-Sep-24,2,168.67,337.34,6,1. Before a week,Friday,5
RES011746,14-Sep-24,App,4.Essential,Modified,21-Sep-24,2,120.4,240.8,7,1. Before a week,Saturday,6
RES011823,15-Oct-24,Phone,5.Preferred,Modified,21-Oct-24,2,150.6,301.2,6,1. Before a week,Monday,1
RES011880,17-Sep-24,GDS,1.Iconic,Modified,24-Sep-24,2,247.62,495.24,7,1. Before a week,Tuesday,2
RES011885,28-Sep-24,At the hotel,0.Non-member,Modified,5-Oct-24,2,33.94,67.88,7,1. Before a week,Saturday,6
RES011921,7-Sep-24,At the hotel,0.Non-member,Modified,13-Sep-24,2,168.67,337.34,6,1. Before a week,Friday,5
RES011930,12-Sep-24,App,4.Essential,Modified,18-Sep-24,2,119.2,238.4,6,1. Before a week,Wednesday,3
RES012035,12-Oct-24,Phone,0.Non-member,Modified,18-Oct-24,2,124.7,249.4,6,1. Before a week,Friday,5
RES012075,8-Oct-24,Phone,0.Non-member,Modified,14-Oct-24,2,200.65,401.3,6,1. Before a week,Monday,1
RES012077,16-Sep-24,Connected Wholesaler,4.Essential,Modified,22-Sep-24,2,108.07,216.14,6,1. Before a week,Sunday,0
RES012109,4-Oct-24,App,4.Essential,Modified,11-Oct-24,2,66.67,133.34,7,1. Before a week,Friday,5
RES012136,26-Sep-24,Velora.com,6.Select,Modified,3-Oct-24,2,153.04,306.08,7,1. Before a week,Thursday,4
RES012155,4-Oct-24,Velora.com,5.Preferred,Modified,11-Oct-24,2,33.99,67.98,7,1. Before a week,Friday,5
RES012161,19-Oct-24,App,0.Non-member,Modified,26-Oct-24,2,120.48,240.96,7,1. Before a week,Saturday,6
RES012187,18-Oct-24,At the hotel,0.Non-member,Modified,24-Oct-24,2,180.35,360.7,6,1. Before a week,Thursday,4
RES012195,24-Sep-24,App,0.Non-member,Modified,1-Oct-24,2,141.98,283.96,7,1. Before a week,Tuesday,2
RES012205,15-Sep-24,At the hotel,0.Non-member,Modified,21-Sep-24,2,132.53,265.06,6,1. Before a week,Saturday,6
RES012237,17-Sep-24,Connected Wholesaler,0.Non-member,Modified,23-Sep-24,2,134.47,268.94,6,1. Before a week,Monday,1
RES012270,20-Sep-24,App,0.Non-member,Modified,27-Sep-24,2,124.56,249.12,7,1. Before a week,Friday,5
RES012288,30-Sep-24,GDS,4.Essential,Modified,7-Oct-24,2,121.21,242.42,7,1. Before a week,Monday,1
RES012336,17-Sep-24,Phone,4.Essential,Modified,23-Sep-24,2,145.78,291.56,6,1. Before a week,Monday,1
RES012487,30-Aug-24,Velora.com,2.Elite,Modified,6-Sep-24,2,123.36,246.72,7,1. Before a week,Friday,5
RES012586,26-Sep-24,App,0.Non-member,Modified,2-Oct-24,2,118.09,236.18,6,1. Before a week,Wednesday,3
RES012593,18-Sep-24,GDS,3.Premier,Modified,25-Sep-24,2,117.77,235.54,7,1. Before a week,Wednesday,3
RES012752,26-Sep-24,At the hotel,0.Non-member,Modified,2-Oct-24,2,198.96,397.92,6,1. Before a week,Wednesday,3
RES012758,28-Sep-24,Phone,4.Essential,Modified,4-Oct-24,2,130.12,260.24,6,1. Before a week,Friday,5
RES012828,1-Sep-24,Connected Wholesaler,0.Non-member,Modified,8-Sep-24,2,180.71,361.42,7,1. Before a week,Sunday,0
RES012938,18-Sep-24,At the hotel,0.Non-member,Modified,25-Sep-24,2,142.6,285.2,7,1. Before a week,Wednesday,3
RES012963,13-Sep-24,Velora.com,3.Premier,Modified,20-Sep-24,2,33.99,67.98,7,1. Before a week,Friday,5
RES012984,6-Sep-24,Velora.com,2.Elite,Modified,12-Sep-24,2,119.69,239.38,6,1. Before a week,Thursday,4
RES012986,19-Oct-24,At the hotel,0.Non-member,Modified,25-Oct-24,2,33.73,67.46,6,1. Before a week,Friday,5
RES013026,6-Oct-24,At the hotel,0.Non-member,Modified,12-Oct-24,2,168.67,337.34,6,1. Before a week,Saturday,6
RES013032,13-Oct-24,Velora.com,5.Preferred,Modified,20-Oct-24,2,59.34,118.68,7,1. Before a week,Sunday,0
RES013041,19-Oct-24,Velora.com,5.Preferred,Modified,26-Oct-24,2,112.13,224.26,7,1. Before a week,Saturday,6
RES013099,10-Sep-24,Velora.com,6.Select,Modified,17-Sep-24,2,194.41,388.82,7,1. Before a week,Tuesday,2
RES013147,4-Oct-24,App,4.Essential,Modified,11-Oct-24,2,232.05,464.1,7,1. Before a week,Friday,5
RES013150,27-Sep-24,GDS,3.Premier,Modified,3-Oct-24,2,133.33,266.66,6,1. Before a week,Thursday,4
RES013188,16-Oct-24,GDS,1.Iconic,Modified,23-Oct-24,2,247.62,495.24,7,1. Before a week,Wednesday,3
